irradiance,ambient_temperature,module_temperature,humidity,wind_speed,hour,day_of_year,power_output,weather_condition
544.64,6.47,20.42,68.07,2.98,9,106,54.134,sunny
802.76,10.8,33.96,57.16,1.15,11,106,78.306,sunny
742.31,12.2,32.54,61.94,2.41,13,106,68.746,sunny
496.1,11.06,25.5,50.87,0.55,15,106,49.098,sunny
387.14,11.33,21.85,67.04,1.37,16,106,37.644,sunny
190.51,12.63,18.07,67.0,0.33,17,106,20.79,sunny
746.7,9.59,30.16,53.02,2.29,11,107,72.71,sunny
796.85,11.89,33.84,60.08,2.45,12,107,75.638,sunny
563.18,9.29,22.59,70.96,4.49,9,108,53.309,sunny
627.86,10.92,28.32,73.88,1.8,10,108,59.171,sunny
703.92,9.73,29.66,68.55,1.49,11,108,67.778,sunny
759.25,13.54,34.21,63.91,2.63,12,108,71.281,sunny
671.4,13.97,29.28,62.49,6.04,13,108,63.794,sunny
527.28,15.35,29.01,69.18,2.7,15,108,51.051,sunny
207.86,3.04,5.6,64.66,4.59,7,109,22.132,sunny
414.26,6.84,16.82,59.5,3.07,8,109,38.785,sunny
555.71,7.56,20.24,69.3,4.99,9,109,52.204,sunny
735.21,11.65,32.84,75.68,1.09,11,109,69.317,sunny
851.28,11.85,35.84,62.62,1.93,12,109,77.279,sunny
778.41,11.58,33.31,57.68,2.03,13,109,72.766,sunny
523.75,11.83,24.67,74.3,3.58,15,109,51.315,sunny
368.99,11.59,22.43,77.91,0.29,16,109,38.566,sunny
189.7,13.77,16.55,59.03,3.64,17,109,19.17,sunny
209.35,7.26,11.79,70.78,2.18,7,110,23.541,sunny
403.76,9.03,20.39,74.0,0.94,8,110,38.437,sunny
512.81,13.21,27.83,57.33,0.95,9,110,49.141,sunny
647.67,8.7,27.43,52.44,0.88,10,110,65.778,sunny
717.85,13.97,30.7,64.97,6.01,11,110,66.586,sunny
764.45,9.56,32.3,65.37,0.24,12,110,69.435,sunny
709.7,14.6,35.27,59.29,0.78,13,110,66.013,sunny
671.35,11.17,30.2,48.92,1.39,14,110,61.838,sunny
610.54,10.87,28.09,71.78,1.38,15,110,58.75,sunny
422.66,11.17,22.84,41.15,1.27,16,110,42.446,sunny
185.73,9.4,12.7,71.24,2.84,17,110,17.269,sunny
190.24,7.52,10.54,55.25,3.36,7,111,18.066,sunny
783.19,11.74,34.0,74.19,1.54,12,111,72.577,sunny
719.54,16.12,36.45,65.59,1.57,13,111,66.235,sunny
660.9,10.65,28.37,68.5,2.63,14,111,65.261,sunny
366.69,13.93,24.23,58.51,0.87,16,111,34.09,sunny
214.77,5.09,10.78,60.26,0.94,7,112,22.443,sunny
451.58,7.34,20.26,64.16,0.78,8,112,42.468,sunny
575.45,8.76,23.49,61.79,3.16,9,112,52.598,sunny
666.02,8.83,28.06,77.1,0.94,10,112,64.566,sunny
823.55,12.77,35.34,71.02,2.68,11,112,74.036,sunny
711.66,14.68,35.57,50.7,0.58,12,112,65.005,sunny
689.93,13.03,32.09,63.63,2.04,14,112,64.565,sunny
569.08,9.56,24.58,55.49,2.57,15,112,56.181,sunny
371.78,8.42,18.47,59.6,1.38,16,112,37.813,sunny
238.89,13.2,18.79,62.33,1.97,17,112,23.983,sunny
182.91,6.85,10.53,54.73,2.26,7,113,19.043,sunny
398.71,7.39,18.85,63.03,0.63,8,113,38.856,sunny
519.38,7.6,21.93,66.77,1.56,9,113,49.024,sunny
759.84,12.99,32.64,66.86,3.93,11,113,71.457,sunny
814.73,11.47,34.96,58.65,1.19,12,113,77.068,sunny
623.45,13.24,30.71,60.21,1.54,14,113,57.313,sunny
542.76,12.33,27.84,65.91,0.96,15,113,48.723,sunny
269.05,10.21,17.75,56.38,0.66,17,113,24.802,sunny
532.88,9.46,23.96,69.92,1.86,9,114,52.587,sunny
742.87,10.2,31.09,68.13,1.75,11,114,70.785,sunny
826.5,10.26,34.73,68.56,0.4,12,114,77.976,sunny
725.54,13.29,32.55,71.4,3.13,14,114,69.561,sunny
545.13,13.48,25.95,73.75,4.85,15,114,54.663,sunny
238.48,10.07,16.78,62.91,0.55,17,114,22.036,sunny
396.31,8.11,18.69,62.78,1.64,8,115,39.297,sunny
771.26,10.58,32.02,68.0,2.12,11,115,69.003,sunny
738.74,13.95,35.6,69.77,0.64,13,115,64.208,sunny
412.59,10.53,22.45,66.36,0.57,16,115,41.451,sunny
216.21,5.52,11.79,69.77,0.26,7,116,22.289,sunny
417.48,10.14,19.1,57.67,4.45,8,116,36.682,sunny
547.71,10.07,26.14,72.85,0.45,9,116,55.135,sunny
666.57,10.04,27.6,64.49,3.06,10,116,64.66,sunny
679.39,12.43,30.46,66.35,2.93,11,116,63.842,sunny
810.4,17.33,39.01,68.3,3.3,13,116,72.147,sunny
712.4,8.86,29.48,65.46,0.93,14,116,69.32,sunny
381.45,11.81,20.77,60.22,3.1,16,116,37.887,sunny
225.1,11.25,17.02,69.9,1.23,17,116,21.862,sunny
205.99,7.6,9.45,73.19,5.42,7,117,21.745,sunny
568.55,12.42,24.65,62.65,6.03,9,117,54.097,sunny
638.42,11.66,30.39,56.72,0.53,10,117,60.936,sunny
812.64,11.07,33.72,47.56,2.16,11,117,72.99,sunny
824.18,10.6,31.25,69.51,5.1,12,117,75.858,sunny
779.7,12.7,35.61,67.88,0.6,13,117,71.771,sunny
671.43,14.13,31.32,46.5,3.69,14,117,62.957,sunny
628.31,12.83,31.39,67.96,0.35,15,117,60.566,sunny
388.27,12.14,23.27,71.08,0.65,16,117,35.606,sunny
221.83,9.59,15.79,43.24,0.57,17,117,21.527,sunny
540.59,9.04,21.79,63.94,4.34,9,118,53.02,sunny
827.91,10.68,32.16,77.36,4.19,11,118,77.281,sunny
684.87,13.09,29.92,51.14,4.65,12,118,64.641,sunny
727.59,11.71,33.1,79.15,0.55,13,118,69.489,sunny
768.87,12.52,31.89,53.52,4.62,14,118,70.696,sunny
582.39,12.05,27.0,63.58,3.15,15,118,58.368,sunny
234.39,12.46,18.24,72.2,1.57,17,118,22.802,sunny
237.5,5.57,11.39,73.19,1.64,7,119,24.447,sunny
414.63,9.15,20.57,59.81,1.28,8,119,40.564,sunny
826.8,10.91,34.24,70.93,1.84,11,119,76.813,sunny
815.01,11.0,33.14,48.19,2.89,12,119,77.316,sunny
683.42,13.13,28.59,68.72,6.3,13,119,66.415,sunny
712.48,14.18,33.85,56.86,2.12,14,119,69.036,sunny
514.19,13.78,29.03,65.68,0.22,15,119,49.548,sunny
407.37,13.71,23.8,50.6,2.67,16,119,39.699,sunny
228.13,10.74,17.06,72.23,0.65,17,119,23.278,sunny
214.99,9.31,14.96,61.23,1.0,7,120,19.815,sunny
359.24,7.46,17.23,61.24,1.26,8,120,32.494,sunny
565.84,10.73,26.57,63.59,1.41,9,120,55.522,sunny
642.3,10.88,27.31,70.44,3.55,10,120,61.734,sunny
691.31,14.52,34.94,60.78,0.41,11,120,67.238,sunny
680.83,12.84,33.19,68.87,0.09,13,120,66.503,sunny
706.58,16.62,35.0,58.47,3.51,14,120,65.244,sunny
617.31,11.4,26.42,58.68,4.38,15,120,56.867,sunny
368.46,13.39,22.16,61.29,2.85,16,120,32.961,sunny
185.83,14.68,17.71,77.99,3.18,17,120,17.667,sunny
200.01,8.36,10.4,66.64,4.95,7,121,19.521,sunny
410.72,7.97,19.19,63.48,1.37,8,121,42.043,sunny
514.49,10.6,23.9,65.27,2.66,9,121,49.863,sunny
709.9,13.19,34.05,48.18,0.55,10,121,67.703,sunny
729.85,11.21,30.59,48.44,3.14,11,121,69.634,sunny
781.27,15.85,37.9,48.3,1.74,12,121,70.678,sunny
795.42,17.43,36.88,73.74,5.52,14,121,73.399,sunny
444.21,11.58,24.4,70.74,0.63,16,121,43.143,sunny
256.94,11.6,17.48,67.55,2.28,17,121,25.848,sunny
203.29,9.07,14.61,78.58,0.69,7,122,22.168,sunny
362.88,7.99,16.71,65.18,2.7,8,122,36.111,sunny
590.0,13.3,29.35,56.19,2.07,9,122,56.681,sunny
760.3,13.8,36.19,79.3,0.52,11,122,65.48,sunny
715.58,11.46,31.38,58.14,1.93,12,122,67.345,sunny
758.75,17.9,39.21,60.56,1.82,13,122,67.051,sunny
522.73,10.07,24.61,66.11,1.43,15,122,51.911,sunny
402.89,11.11,20.49,61.9,3.39,16,122,40.048,sunny
225.08,13.55,19.44,69.95,1.08,17,122,20.943,sunny
218.18,8.33,12.56,68.99,2.9,7,123,21.751,sunny
468.33,7.5,20.93,57.71,0.76,8,123,45.441,sunny
603.13,10.12,23.82,77.66,5.49,9,123,59.563,sunny
711.66,10.93,31.69,61.65,0.74,10,123,67.514,sunny
843.97,11.3,33.63,76.36,3.74,11,123,78.763,sunny
835.78,15.52,36.65,46.14,4.93,12,123,75.607,sunny
782.06,12.85,36.11,60.81,0.25,13,123,70.148,sunny
668.66,15.17,34.42,75.36,1.01,14,123,62.012,sunny
620.61,15.03,33.21,62.1,0.54,15,123,57.632,sunny
382.49,12.55,21.76,44.71,2.83,16,123,36.637,sunny
208.26,9.78,15.12,57.92,1.14,17,123,22.089,sunny
186.22,6.71,10.45,71.16,2.32,7,124,17.52,sunny
391.95,6.01,16.08,69.64,2.11,8,124,39.179,sunny
567.76,7.11,22.32,69.62,2.28,9,124,58.733,sunny
638.36,9.85,27.98,64.25,1.27,10,124,62.222,sunny
825.1,9.44,33.27,55.55,1.16,11,124,74.669,sunny
781.61,14.75,37.1,67.14,1.37,12,124,72.981,sunny
583.02,13.19,29.76,59.31,1.15,15,124,56.312,sunny
361.12,14.7,24.45,55.01,1.35,16,124,34.382,sunny
222.76,13.82,18.46,54.44,2.55,17,124,21.282,sunny
629.55,9.32,26.05,71.69,2.7,10,125,58.262,sunny
734.71,14.64,34.3,55.08,2.97,13,125,68.567,sunny
711.45,18.67,39.24,53.37,0.98,14,125,65.083,sunny
526.35,15.42,28.94,47.6,2.83,15,125,51.394,sunny
482.56,13.64,27.31,58.8,1.01,16,125,46.863,sunny
201.97,10.64,15.18,75.44,1.89,17,125,24.442,sunny
362.35,9.46,16.57,63.78,4.7,8,126,35.419,sunny
592.72,11.49,28.17,65.63,1.38,9,126,56.609,sunny
732.68,11.5,32.86,75.15,0.78,12,126,66.746,sunny
703.82,17.96,37.97,66.06,1.37,13,126,64.208,sunny
733.63,11.67,32.68,68.14,1.25,14,126,69.158,sunny
607.86,16.56,31.45,49.49,4.18,15,126,55.31,sunny
431.9,13.31,24.63,51.18,2.04,16,126,40.365,sunny
192.61,13.53,16.81,56.53,3.13,17,126,17.796,sunny
185.2,7.26,12.18,55.33,0.79,7,127,19.404,sunny
656.36,11.4,29.73,59.66,1.7,9,127,61.471,sunny
776.68,10.94,33.65,67.71,0.74,11,127,73.94,sunny
834.48,12.27,36.25,59.35,1.31,13,127,76.704,sunny
676.88,13.84,32.33,56.98,2.27,14,127,61.899,sunny
548.32,16.22,30.27,65.0,2.99,15,127,51.932,sunny
233.75,10.95,15.37,79.64,3.23,17,127,22.48,sunny
272.57,9.56,17.45,61.13,0.36,7,128,27.8,sunny
390.35,9.08,19.73,72.98,1.33,8,128,40.286,sunny
529.97,10.2,22.36,75.07,4.69,9,128,54.159,sunny
735.17,11.63,31.94,69.13,2.18,11,128,71.654,sunny
802.32,12.08,32.65,60.06,4.37,12,128,74.807,sunny
766.79,11.17,29.44,81.22,5.92,13,128,73.724,sunny
635.16,13.14,30.92,56.23,1.6,14,128,59.936,sunny
580.13,10.61,24.85,61.68,3.96,15,128,57.922,sunny
245.52,11.58,16.71,61.78,2.8,17,128,23.579,sunny
258.63,7.89,14.06,63.46,1.99,7,129,26.303,sunny
370.37,4.94,14.85,61.43,1.5,8,129,35.967,sunny
711.43,13.28,32.05,73.23,3.22,10,129,66.992,sunny
830.94,12.41,34.92,51.79,3.02,11,129,77.792,sunny
735.62,13.62,35.51,63.43,0.23,12,129,69.143,sunny
869.07,15.57,40.77,72.03,1.09,13,129,79.872,sunny
645.21,16.78,34.03,46.24,2.63,14,129,60.638,sunny
536.89,12.79,27.59,59.22,1.63,15,129,51.535,sunny
413.34,15.03,26.9,51.13,0.66,16,129,41.241,sunny
209.42,16.27,19.32,52.37,4.05,17,129,20.913,sunny
426.14,9.41,21.96,60.6,0.29,8,130,41.636,sunny
822.66,12.56,34.33,55.56,3.64,10,130,79.324,sunny
830.94,11.74,33.69,61.19,3.72,11,130,75.36,sunny
726.74,11.57,29.78,73.17,4.49,12,130,69.303,sunny
693.75,16.25,36.66,82.45,0.5,13,130,67.393,sunny
652.15,13.11,31.85,57.08,1.03,15,130,59.742,sunny
443.56,10.97,19.46,74.1,6.02,16,130,45.209,sunny
221.75,13.63,18.56,53.82,2.15,17,130,22.233,sunny
217.1,10.53,13.35,67.63,4.62,7,131,24.466,sunny
386.95,12.73,23.48,64.09,1.08,8,131,37.022,sunny
580.32,7.38,23.83,76.95,1.2,9,131,58.23,sunny
767.13,10.52,32.41,73.07,1.4,12,131,70.358,sunny
731.33,13.67,34.79,65.73,1.03,13,131,64.586,sunny
578.38,16.56,33.53,46.48,0.47,15,131,54.032,sunny
395.71,13.28,22.75,64.03,3.0,16,131,38.07,sunny
411.49,11.0,21.34,64.83,2.51,8,132,43.245,sunny
585.4,9.91,24.34,65.63,3.92,9,132,57.455,sunny
699.74,10.29,28.72,62.34,3.2,10,132,64.85,sunny
801.04,14.14,37.51,66.36,0.83,11,132,74.019,sunny
703.65,15.48,35.21,67.97,1.73,14,132,64.692,sunny
609.9,14.6,32.4,75.92,0.62,15,132,57.043,sunny
421.67,15.03,27.15,53.03,0.67,16,132,39.404,sunny
231.62,18.4,23.34,62.96,2.52,17,132,23.222,sunny
211.45,7.56,12.18,66.35,2.15,7,133,21.458,sunny
422.12,14.11,24.61,62.84,2.71,8,133,37.294,sunny
589.47,11.29,27.8,79.45,1.47,9,133,56.787,sunny
669.14,12.76,30.33,80.04,3.13,10,133,62.408,sunny
669.53,13.84,31.08,59.16,3.56,13,133,64.256,sunny
765.6,15.62,36.63,64.06,2.46,14,133,69.143,sunny
539.25,11.93,25.33,63.6,3.47,15,133,52.524,sunny
480.75,13.91,26.6,72.55,2.16,16,133,49.044,sunny
232.74,17.69,22.04,65.16,3.29,17,133,21.597,sunny
201.34,9.58,13.82,72.31,2.24,7,134,21.697,sunny
360.83,10.32,17.42,68.71,4.66,8,134,34.036,sunny
598.35,13.05,29.98,82.67,1.27,9,134,59.756,sunny
684.19,15.42,34.45,55.93,1.87,10,134,61.901,sunny
742.82,10.21,29.61,51.61,3.6,11,134,72.547,sunny
782.0,14.27,34.59,54.05,3.92,12,134,75.454,sunny
890.24,12.92,37.49,64.86,2.66,13,134,79.664,sunny
772.16,14.75,35.5,72.95,3.03,14,134,69.287,sunny
583.79,12.51,26.94,65.77,3.85,15,134,56.746,sunny
409.58,10.91,21.56,61.14,2.04,16,134,42.472,sunny
238.16,11.09,16.43,76.99,2.26,17,134,24.924,sunny
198.81,5.62,10.52,66.7,1.33,7,135,21.223,sunny
396.43,7.72,15.93,64.74,4.61,8,135,39.627,sunny
771.27,13.17,34.84,57.96,1.84,10,135,71.493,sunny
780.25,13.69,36.5,54.62,0.75,12,135,73.036,sunny
797.89,18.59,40.44,61.32,2.61,13,135,71.506,sunny
788.21,14.02,33.54,63.47,5.16,14,135,73.806,sunny
659.45,16.11,34.19,63.33,2.13,15,135,61.915,sunny
423.53,16.41,25.74,67.09,4.22,16,135,40.913,sunny
199.87,16.76,21.78,76.93,1.22,17,135,20.178,sunny
215.12,11.63,15.86,67.59,2.78,7,136,22.449,sunny
368.15,9.44,17.69,64.24,3.5,8,136,35.68,sunny
557.87,8.6,24.77,56.07,0.7,9,136,55.037,sunny
674.86,14.15,34.26,63.77,0.17,10,136,63.278,sunny
903.91,12.1,36.69,55.98,3.17,11,136,83.435,sunny
836.47,12.96,36.16,55.47,2.36,12,136,76.298,sunny
844.56,16.71,41.54,59.7,0.64,13,136,73.656,sunny
723.72,14.02,33.08,63.08,3.33,14,136,66.945,sunny
566.39,14.4,30.89,53.96,0.62,15,136,54.526,sunny
382.06,14.89,24.58,61.98,2.22,16,136,34.314,sunny
219.42,13.44,17.45,62.05,3.21,17,136,19.48,sunny
248.25,5.19,10.27,73.55,2.96,7,137,23.926,sunny
444.66,8.27,18.92,61.38,3.36,8,137,45.203,sunny
729.43,14.47,33.42,62.88,3.66,10,137,68.581,sunny
811.85,17.45,40.4,69.64,1.75,11,137,73.146,sunny
739.52,10.44,31.22,60.59,1.76,12,137,70.124,sunny
730.26,17.17,38.66,59.49,0.51,13,137,66.482,sunny
419.73,14.82,22.91,62.5,5.63,16,137,39.804,sunny
209.45,15.86,18.57,70.03,4.45,17,137,18.318,sunny
226.3,9.42,15.72,66.47,0.6,7,138,20.575,sunny
643.0,10.49,27.85,75.88,2.41,9,138,61.618,sunny
653.76,14.42,32.58,72.27,1.82,10,138,63.305,sunny
692.26,15.33,35.78,60.04,0.4,11,138,64.195,sunny
677.22,19.55,37.33,46.64,3.17,14,138,61.802,sunny
571.18,17.32,33.0,66.46,1.81,15,138,52.275,sunny
372.1,15.27,25.93,57.3,0.63,16,138,35.902,sunny
275.95,15.51,22.51,66.86,1.61,17,138,25.583,sunny
252.4,12.14,18.16,63.81,1.93,7,139,26.322,sunny
411.46,10.61,21.23,67.49,2.16,8,139,41.065,sunny
591.73,14.77,31.85,77.91,0.85,9,139,55.092,sunny
906.01,15.46,41.53,52.17,1.38,11,139,81.546,sunny
846.01,12.36,36.1,59.52,2.04,12,139,76.924,sunny
680.84,20.63,40.43,40.72,0.79,13,139,61.008,sunny
791.77,12.45,35.25,81.97,1.19,14,139,73.851,sunny
554.25,19.33,34.01,63.84,2.45,15,139,53.054,sunny
452.52,15.2,26.33,67.8,3.07,16,139,44.436,sunny
184.84,7.75,12.21,64.32,1.36,7,140,18.809,sunny
623.94,13.7,29.72,56.65,3.38,9,140,57.33,sunny
627.6,17.38,34.33,71.51,2.34,10,140,59.525,sunny
741.37,15.87,35.85,59.37,2.83,11,140,67.15,sunny
823.07,12.45,35.12,58.29,2.53,12,140,75.398,sunny
887.35,13.26,37.82,65.37,2.59,13,140,81.794,sunny
779.48,19.51,41.94,74.13,1.19,14,140,71.675,sunny
570.95,14.62,29.77,56.02,2.48,15,140,53.116,sunny
422.82,12.36,22.21,69.17,3.54,16,140,42.399,sunny
212.78,11.44,13.56,63.64,5.33,7,141,21.204,sunny
439.33,14.2,25.26,70.58,2.65,8,141,44.376,sunny
613.33,9.28,24.88,61.28,3.51,9,141,58.446,sunny
768.58,16.56,37.87,59.34,2.19,10,141,70.989,sunny
751.04,15.12,35.78,57.19,2.33,11,141,69.342,sunny
883.73,14.3,40.38,58.55,0.54,12,141,80.55,sunny
720.44,17.4,36.87,40.29,2.69,13,141,65.326,sunny
699.4,18.92,36.88,57.4,3.78,14,141,65.641,sunny
592.55,12.68,30.26,63.7,0.25,15,141,58.641,sunny
408.23,14.68,25.75,69.48,1.47,16,141,37.869,sunny
275.19,13.66,21.08,56.49,1.05,17,141,28.112,sunny
194.92,15.13,20.31,61.33,0.83,7,142,18.931,sunny
467.4,12.32,23.08,60.48,4.08,8,142,44.836,sunny
604.97,14.63,30.63,54.6,2.68,9,142,56.979,sunny
929.95,12.65,39.98,62.97,0.72,11,142,87.088,sunny
899.9,17.67,42.9,55.31,2.2,12,142,78.062,sunny
716.49,16.68,37.26,54.01,1.14,14,142,66.391,sunny
629.55,19.06,34.5,69.7,4.3,15,142,59.679,sunny
450.2,17.12,30.47,56.52,0.19,16,142,44.904,sunny
297.35,7.58,15.67,65.13,1.04,7,143,29.332,sunny
733.66,15.81,37.06,74.89,0.95,10,143,67.834,sunny
869.26,14.66,39.18,69.73,1.94,11,143,79.971,sunny
808.06,17.45,40.33,70.54,1.7,12,143,73.118,sunny
694.34,16.25,34.74,65.59,2.93,13,143,61.911,sunny
271.76,15.53,21.98,68.83,2.13,17,143,25.998,sunny
615.16,15.17,29.09,44.08,5.67,9,144,59.181,sunny
648.11,15.39,33.74,72.05,1.36,10,144,60.546,sunny
878.79,13.64,39.81,72.92,0.25,11,144,78.828,sunny
812.68,15.74,38.57,69.83,1.93,12,144,76.929,sunny
859.16,15.94,40.31,63.54,1.75,13,144,75.628,sunny
810.3,17.39,40.78,61.1,1.14,14,144,73.206,sunny
594.7,14.97,32.01,54.19,0.99,15,144,57.552,sunny
190.03,15.13,19.73,58.44,1.38,17,144,15.782,sunny
218.74,7.52,12.58,70.48,1.88,7,145,20.774,sunny
443.3,12.52,24.65,63.99,1.47,8,145,43.681,sunny
517.24,12.8,26.19,50.68,2.65,9,145,50.114,sunny
787.94,11.26,33.92,66.94,1.22,10,145,73.525,sunny
732.82,14.13,34.26,64.26,2.32,11,145,67.438,sunny
731.0,17.46,37.0,60.04,3.0,12,145,65.103,sunny
839.82,19.24,44.23,61.91,0.26,13,145,77.019,sunny
682.44,14.26,33.24,67.12,1.86,14,145,62.269,sunny
558.37,20.98,35.69,53.46,2.55,15,145,51.401,sunny
405.27,14.24,24.46,67.88,2.43,16,145,38.674,sunny
229.13,10.48,16.77,56.57,0.72,7,146,21.928,sunny
435.38,10.95,23.09,69.73,1.15,8,146,42.802,sunny
584.33,10.11,26.5,67.4,1.43,9,146,55.513,sunny
708.59,11.9,30.59,59.91,3.21,10,146,68.368,sunny
745.85,15.86,36.77,42.43,1.84,14,146,68.478,sunny
622.2,13.53,31.41,73.48,0.98,15,146,60.769,sunny
367.91,15.32,22.49,62.19,4.84,16,146,35.822,sunny
189.36,19.6,24.57,63.34,0.88,17,146,18.303,sunny
245.9,9.6,15.71,64.32,1.59,7,147,24.49,sunny
421.91,13.02,23.74,70.81,2.43,8,147,39.338,sunny
799.5,12.18,34.77,53.44,1.75,10,147,76.804,sunny
768.11,17.06,37.34,62.16,3.45,12,147,70.339,sunny
770.36,20.45,41.58,60.02,2.48,13,147,69.697,sunny
839.32,15.6,39.45,67.16,1.66,14,147,77.703,sunny
607.53,16.8,32.59,64.37,3.04,15,147,57.952,sunny
413.07,18.29,26.61,61.94,5.09,16,147,39.77,sunny
224.15,11.38,16.91,67.67,1.5,7,148,21.162,sunny
405.01,10.31,21.44,61.91,1.28,8,148,38.427,sunny
803.11,13.27,35.86,52.59,1.88,10,148,74.216,sunny
748.55,15.27,36.01,76.89,2.14,11,148,68.671,sunny
