timestamp,irradiance_w_m2,ambient_temp_c,module_temp_c,wind_speed_m_s,humidity_pct,cloud_cover_pct,hour,day_of_year,power_kw
2024-01-04 17:00:00,89.61,17.31,18.99,1.18,76.09,31.19,17,4,7.878
2024-01-04 18:00:00,0.0,13.4,12.87,0.77,77.9,27.35,18,4,0.0
2024-01-04 19:00:00,0.0,15.64,14.15,2.13,62.74,21.11,19,4,0.0
2024-01-04 20:00:00,36.33,12.95,12.22,2.49,66.6,6.88,20,4,3.276
2024-01-04 21:00:00,24.57,12.41,11.67,2.05,70.48,10.78,21,4,1.186
2024-01-04 22:00:00,0.0,8.25,5.79,3.51,82.35,37.5,22,4,0.0
2024-01-04 23:00:00,3.84,9.55,8.48,1.68,85.87,81.63,23,4,0.0
2024-01-05 00:00:00,0.0,7.68,1.42,8.95,68.23,12.36,0,5,0.0
2024-01-05 01:00:00,9.17,9.46,8.22,2.14,63.99,14.08,1,5,0.0
2024-01-05 02:00:00,0.0,5.95,4.94,1.45,80.92,33.76,2,5,0.0
2024-01-05 03:00:00,0.0,11.27,10.17,1.56,80.12,31.94,3,5,0.0
2024-01-05 04:00:00,24.08,8.38,7.1,2.79,80.62,37.48,4,5,2.8
2024-01-05 05:00:00,20.48,8.25,3.48,7.64,77.21,33.34,5,5,2.556
2024-01-05 06:00:00,37.74,9.05,9.27,1.2,68.88,16.74,6,5,1.814
2024-01-05 07:00:00,96.07,10.73,11.11,3.29,64.78,28.64,7,5,10.891
2024-01-05 08:00:00,149.1,10.78,13.09,2.66,65.3,35.68,8,5,14.205
2024-01-05 09:00:00,236.15,14.66,17.41,5.52,83.53,55.82,9,5,25.086
2024-01-05 10:00:00,373.78,14.51,24.17,1.14,76.45,24.07,10,5,38.891
2024-01-05 11:00:00,403.77,19.46,28.67,2.99,68.4,25.21,11,5,37.376
2024-01-05 12:00:00,280.78,15.5,20.42,4.2,77.17,56.36,12,5,26.622
2024-01-05 13:00:00,390.11,16.62,25.27,3.25,65.78,12.93,13,5,38.405
2024-01-05 14:00:00,302.64,16.16,21.91,3.9,82.25,46.83,14,5,27.66
2024-01-05 15:00:00,274.48,20.6,27.15,1.63,70.48,18.3,15,5,26.408
2024-01-05 16:00:00,178.13,13.47,16.68,2.54,67.05,35.47,16,5,17.328
2024-01-05 17:00:00,171.97,15.76,17.21,4.81,73.01,31.53,17,5,16.992
2024-01-05 18:00:00,53.22,15.16,16.29,0.51,51.74,12.76,18,5,2.285
2024-01-05 19:00:00,19.82,11.07,10.47,1.65,62.09,19.2,19,5,0.0
2024-01-05 20:00:00,0.0,17.32,16.57,1.07,53.78,28.41,20,5,0.0
2024-01-05 21:00:00,0.0,8.88,8.16,1.03,58.79,11.44,21,5,0.0
2024-01-05 22:00:00,17.89,9.6,8.2,2.71,60.23,14.95,22,5,0.0
2024-01-05 23:00:00,37.42,11.87,11.04,2.68,54.02,34.59,23,5,5.013
2024-01-06 00:00:00,0.0,6.79,5.59,1.71,79.21,26.1,0,6,0.0
2024-01-06 01:00:00,0.0,7.33,5.63,2.42,65.22,24.49,1,6,0.0
2024-01-06 02:00:00,2.19,6.18,4.81,2.04,67.93,28.23,2,6,0.0
2024-01-06 03:00:00,0.0,6.93,6.64,0.42,61.81,21.73,3,6,0.0
2024-01-06 04:00:00,0.0,9.7,9.17,0.75,73.56,25.85,4,6,0.0
2024-01-06 05:00:00,0.0,7.49,5.18,3.29,80.35,24.72,5,6,0.0
2024-01-06 06:00:00,13.65,4.06,3.8,0.92,71.56,13.59,6,6,0.0
2024-01-06 07:00:00,85.17,10.51,11.71,1.69,79.08,55.69,7,6,9.094
2024-01-06 08:00:00,158.21,11.99,14.42,2.87,62.9,66.77,8,6,20.222
2024-01-06 09:00:00,270.84,13.55,19.28,2.65,62.49,6.77,9,6,28.259
2024-01-06 10:00:00,294.88,14.0,21.38,1.26,74.61,31.72,10,6,28.81
2024-01-06 11:00:00,316.88,13.68,21.05,2.15,84.19,52.06,11,6,35.612
2024-01-06 12:00:00,360.0,15.71,24.64,1.64,74.06,32.54,12,6,32.153
2024-01-06 13:00:00,308.85,20.23,27.52,1.94,87.96,45.27,13,6,30.367
2024-01-06 14:00:00,375.25,16.78,23.52,5.39,61.18,24.81,14,6,39.174
2024-01-06 15:00:00,297.83,18.0,24.26,2.97,56.9,8.92,15,6,27.298
2024-01-06 16:00:00,212.9,14.13,18.73,1.94,65.7,4.68,16,6,21.512
2024-01-06 17:00:00,92.48,14.82,15.88,2.19,79.68,32.65,17,6,8.305
2024-01-06 18:00:00,0.0,12.37,12.22,0.21,79.27,23.39,18,6,0.0
2024-01-06 19:00:00,17.12,15.75,9.08,10.21,52.11,29.33,19,6,0.0
2024-01-06 20:00:00,0.0,8.76,5.42,4.76,71.84,32.58,20,6,0.0
2024-01-06 21:00:00,0.0,11.32,10.23,1.55,72.92,12.51,21,6,0.0
2024-01-06 22:00:00,29.06,10.05,10.58,0.4,76.09,24.82,22,6,3.023
2024-01-06 23:00:00,53.32,8.89,9.25,1.61,77.77,41.88,23,6,2.837
2024-01-07 00:00:00,0.0,2.69,-0.28,4.23,76.94,53.16,0,7,0.0
2024-01-07 01:00:00,8.28,2.83,0.33,3.91,47.13,28.5,1,7,0.0
2024-01-07 02:00:00,0.0,6.94,5.45,2.12,92.08,49.47,2,7,0.0
2024-01-07 03:00:00,0.0,5.03,0.35,6.68,72.91,17.08,3,7,0.0
2024-01-07 04:00:00,0.0,6.09,4.81,1.83,58.87,9.77,4,7,0.0
2024-01-07 05:00:00,18.9,7.32,6.67,1.69,61.87,5.16,5,7,0.0
2024-01-07 06:00:00,17.61,7.1,5.59,2.86,73.51,32.81,6,7,0.0
2024-01-07 07:00:00,173.02,7.96,11.99,1.16,71.11,17.19,7,7,18.036
2024-01-07 08:00:00,171.73,11.71,15.53,1.4,56.77,23.27,8,7,16.483
2024-01-07 09:00:00,263.31,9.19,14.22,3.34,58.02,12.99,9,7,25.374
2024-01-07 10:00:00,432.92,13.19,24.58,1.06,68.15,9.78,10,7,43.416
2024-01-07 11:00:00,420.33,13.91,23.68,2.86,59.87,11.86,11,7,39.853
2024-01-07 12:00:00,332.98,15.99,22.49,4.03,57.88,44.43,12,7,34.467
2024-01-07 13:00:00,413.07,21.31,31.78,1.56,57.85,18.04,13,7,37.948
2024-01-07 14:00:00,281.93,14.74,21.37,1.8,70.72,38.03,14,7,28.726
2024-01-07 15:00:00,324.75,17.35,24.82,2.32,49.23,6.7,15,7,31.746
2024-01-07 16:00:00,203.24,16.48,21.43,1.05,79.69,22.9,16,7,20.735
2024-01-07 17:00:00,135.54,16.36,19.09,1.52,75.21,19.19,17,7,13.823
2024-01-07 18:00:00,21.43,13.78,13.99,0.56,69.76,3.5,18,7,3.229
2024-01-07 19:00:00,23.51,15.88,15.93,0.88,66.04,17.15,19,7,4.533
2024-01-07 20:00:00,4.77,13.08,11.82,1.99,54.13,9.13,20,7,0.0
2024-01-07 21:00:00,40.11,11.81,11.04,2.72,64.5,36.67,21,7,6.32
2024-01-07 22:00:00,14.41,6.38,4.87,2.73,85.4,45.66,22,7,0.0
2024-01-07 23:00:00,0.0,8.36,7.48,1.26,73.24,66.71,23,7,0.0
2024-01-08 00:00:00,0.0,6.19,5.3,1.28,66.78,14.34,0,8,0.0
2024-01-08 01:00:00,0.0,4.99,3.99,1.42,63.52,8.34,1,8,0.0
2024-01-08 02:00:00,14.72,5.29,4.22,2.12,74.14,46.86,2,8,0.0
2024-01-08 03:00:00,0.0,6.6,5.99,0.87,67.36,20.06,3,8,0.0
2024-01-08 04:00:00,3.88,8.13,7.9,0.48,67.3,24.98,4,8,0.0
2024-01-08 05:00:00,0.0,9.97,8.31,2.37,71.52,50.48,5,8,0.0
2024-01-08 06:00:00,0.0,10.91,9.99,1.32,70.65,43.74,6,8,0.0
2024-01-08 07:00:00,79.22,10.84,11.13,2.74,66.38,23.03,7,8,7.657
2024-01-08 08:00:00,180.28,11.66,11.88,6.89,64.44,39.65,8,8,16.743
2024-01-08 09:00:00,332.7,12.19,20.55,1.36,53.0,9.0,9,8,32.288
2024-01-08 10:00:00,368.34,13.55,21.83,2.9,60.71,8.26,10,8,34.748
2024-01-08 11:00:00,364.52,13.52,23.53,0.28,58.38,15.07,11,8,34.375
2024-01-08 12:00:00,448.16,15.02,26.46,1.57,70.05,37.33,12,8,44.086
2024-01-08 13:00:00,373.42,17.08,25.95,2.27,62.41,40.87,13,8,34.115
2024-01-08 14:00:00,382.21,19.62,30.17,0.23,50.44,21.93,14,8,36.614
2024-01-08 15:00:00,360.13,16.07,22.65,5.01,73.56,3.79,15,8,34.267
2024-01-08 16:00:00,175.7,14.26,18.42,1.09,67.4,44.08,16,8,17.806
2024-01-08 17:00:00,99.59,17.02,17.25,3.65,49.95,27.98,17,8,8.519
2024-01-08 18:00:00,33.89,10.04,8.84,3.07,74.4,23.84,18,8,3.15
2024-01-08 19:00:00,33.73,14.92,11.83,5.77,58.43,4.37,19,8,2.135
2024-01-08 20:00:00,15.38,8.68,8.91,0.29,65.29,12.0,20,8,0.0
2024-01-08 21:00:00,22.06,11.56,10.41,2.53,77.35,57.23,21,8,0.0
2024-01-08 22:00:00,0.0,8.09,6.74,1.93,79.72,37.53,22,8,0.0
2024-01-08 23:00:00,0.0,8.65,8.51,0.2,80.5,63.82,23,8,0.0
2024-01-09 00:00:00,42.6,11.22,11.14,1.81,56.5,24.97,0,9,3.347
2024-01-09 01:00:00,20.11,4.88,4.28,1.66,62.01,34.1,1,9,1.585
2024-01-09 02:00:00,0.0,4.38,3.9,0.69,62.29,42.42,2,9,0.0
2024-01-09 03:00:00,0.0,6.71,5.5,1.72,70.87,49.04,3,9,0.0
2024-01-09 04:00:00,38.52,10.1,10.06,1.6,74.5,38.56,4,9,1.115
2024-01-09 05:00:00,11.38,8.21,7.56,1.37,62.65,27.7,5,9,0.0
2024-01-09 06:00:00,4.55,8.97,7.28,2.59,69.78,52.72,6,9,0.0
2024-01-09 07:00:00,99.81,10.43,10.84,3.4,65.66,39.0,7,9,7.543
2024-01-09 08:00:00,216.46,9.37,14.66,1.1,60.51,13.02,8,9,21.102
2024-01-09 09:00:00,307.7,13.04,20.35,1.86,67.34,3.51,9,9,29.509
2024-01-09 10:00:00,254.86,13.1,16.26,5.67,71.82,52.36,10,9,24.566
2024-01-09 11:00:00,429.0,17.56,28.28,1.85,74.08,21.12,11,9,41.172
2024-01-09 12:00:00,407.29,17.31,27.96,1.07,62.58,27.24,12,9,36.269
2024-01-09 13:00:00,420.9,13.57,24.8,0.79,66.54,21.33,13,9,40.687
2024-01-09 14:00:00,377.5,15.82,24.31,2.97,63.95,20.29,14,9,35.797
2024-01-09 15:00:00,301.24,17.27,24.9,1.15,71.27,35.58,15,9,28.953
2024-01-09 16:00:00,214.8,13.75,19.09,0.96,71.57,25.28,16,9,22.521
2024-01-09 17:00:00,130.83,12.76,14.44,2.83,65.93,17.93,17,9,14.634
2024-01-09 18:00:00,4.18,12.96,12.66,0.6,94.23,45.91,18,9,0.0
2024-01-09 19:00:00,0.0,13.37,11.47,2.71,77.81,17.9,19,9,0.0
2024-01-09 20:00:00,0.0,13.46,12.88,0.83,65.44,34.57,20,9,0.0
2024-01-09 21:00:00,14.75,10.55,10.29,0.97,85.36,50.77,21,9,0.0
2024-01-09 22:00:00,16.94,13.81,13.88,0.58,89.81,75.3,22,9,0.0
2024-01-09 23:00:00,36.28,6.49,6.8,1.02,56.42,15.22,23,9,3.667
2024-01-10 00:00:00,0.0,8.37,5.39,4.27,52.61,27.43,0,10,0.0
2024-01-10 01:00:00,5.65,4.18,-2.41,9.63,68.76,13.24,1,10,0.0
2024-01-10 02:00:00,0.0,9.44,8.23,1.74,68.45,28.39,2,10,0.0
2024-01-10 03:00:00,40.61,9.11,9.19,1.51,46.71,16.15,3,10,4.036
2024-01-10 04:00:00,9.41,8.32,6.18,3.42,79.41,62.72,4,10,0.0
2024-01-10 05:00:00,9.89,4.21,2.57,2.75,70.88,27.07,5,10,0.0
2024-01-10 06:00:00,0.0,10.13,7.38,3.92,68.06,42.66,6,10,0.0
2024-01-10 07:00:00,110.8,8.29,9.6,2.56,77.15,7.23,7,10,11.941
2024-01-10 08:00:00,178.24,12.13,14.11,4.29,64.31,17.35,8,10,17.175
2024-01-10 09:00:00,252.04,9.61,14.94,2.46,66.2,27.87,9,10,27.073
2024-01-10 10:00:00,346.79,14.26,20.0,5.68,68.69,29.84,10,10,33.627
2024-01-10 11:00:00,382.45,14.05,22.41,3.36,57.9,30.09,11,10,36.761
2024-01-10 12:00:00,420.76,14.0,22.04,5.34,59.57,22.41,12,10,39.789
2024-01-10 13:00:00,447.87,17.24,28.72,1.51,41.13,12.74,13,10,42.472
2024-01-10 14:00:00,349.53,16.12,24.73,1.68,70.83,27.91,14,10,34.562
2024-01-10 15:00:00,221.69,15.64,20.21,2.34,80.87,50.65,15,10,21.889
2024-01-10 16:00:00,192.56,17.03,20.71,2.44,70.22,29.72,16,10,22.206
2024-01-10 17:00:00,111.39,18.57,20.34,1.93,68.24,25.84,17,10,10.268
2024-01-10 18:00:00,0.0,14.27,12.82,2.08,64.98,17.93,18,10,0.0
2024-01-10 19:00:00,26.61,8.91,8.5,1.64,85.74,44.71,19,10,2.538
2024-01-10 20:00:00,0.0,8.11,6.48,2.33,71.09,38.37,20,10,0.0
2024-01-10 21:00:00,6.29,10.07,9.26,1.4,77.07,30.94,21,10,0.0
2024-01-10 22:00:00,0.0,10.78,7.85,4.18,75.3,27.84,22,10,0.0
2024-01-10 23:00:00,26.62,7.96,6.44,3.23,52.84,4.7,23,10,2.375
2024-01-11 00:00:00,35.97,7.76,7.12,2.35,72.89,19.68,0,11,6.264
2024-01-11 01:00:00,0.0,6.12,5.79,0.47,58.07,15.46,1,11,0.0
2024-01-11 02:00:00,10.02,7.99,7.98,0.41,61.39,12.88,2,11,0.0
2024-01-11 03:00:00,0.0,7.47,6.01,2.08,65.42,16.32,3,11,0.0
2024-01-11 04:00:00,7.1,4.69,4.26,0.91,78.61,20.45,4,11,0.0
2024-01-11 05:00:00,11.3,8.42,6.68,2.95,58.91,8.34,5,11,0.0
2024-01-11 06:00:00,0.0,5.48,5.32,0.22,67.66,6.89,6,11,0.0
2024-01-11 07:00:00,124.27,10.67,9.73,6.31,56.11,26.4,7,11,11.047
2024-01-11 08:00:00,251.42,10.5,17.07,0.67,62.95,9.65,8,11,25.462
2024-01-11 09:00:00,323.06,12.68,18.97,3.94,63.66,23.97,9,11,32.416
2024-01-11 10:00:00,345.82,14.21,22.78,1.59,75.95,18.98,10,11,31.333
2024-01-11 11:00:00,385.3,15.16,25.64,0.45,62.09,28.86,11,11,36.355
2024-01-11 12:00:00,409.9,18.23,28.53,1.68,52.67,20.25,12,11,37.783
2024-01-11 13:00:00,337.0,15.96,21.91,4.98,64.55,29.28,13,11,35.108
2024-01-11 14:00:00,366.73,16.44,25.61,1.57,58.78,12.56,14,11,32.158
2024-01-11 15:00:00,285.9,18.55,23.27,4.69,64.98,11.95,15,11,30.657
2024-01-11 16:00:00,221.74,19.19,24.01,1.97,75.19,18.91,16,11,22.353
2024-01-11 17:00:00,32.28,14.56,13.24,3.18,73.95,62.3,17,11,0.0
2024-01-11 18:00:00,0.0,12.54,11.69,1.21,68.92,17.68,18,11,0.0
2024-01-11 19:00:00,0.0,11.43,10.73,1.01,66.89,23.33,19,11,0.0
2024-01-11 20:00:00,19.25,11.97,12.01,0.71,74.02,33.17,20,11,0.0
2024-01-11 21:00:00,69.44,9.36,9.65,2.36,57.09,10.1,21,11,6.703
2024-01-11 22:00:00,7.58,5.07,3.3,2.82,68.11,19.35,22,11,0.0
2024-01-11 23:00:00,0.0,9.77,8.62,1.65,75.44,22.42,23,11,0.0
2024-01-12 00:00:00,0.0,8.21,7.42,1.12,67.65,44.3,0,12,0.0
2024-01-12 01:00:00,16.45,8.37,4.92,5.58,68.11,27.49,1,12,0.0
2024-01-12 02:00:00,0.0,8.59,7.21,1.98,69.09,28.25,2,12,0.0
2024-01-12 03:00:00,27.42,6.46,5.38,2.63,57.8,26.25,3,12,3.907
2024-01-12 04:00:00,6.84,7.1,6.32,1.38,81.3,50.36,4,12,0.0
2024-01-12 05:00:00,0.0,9.38,9.06,0.47,65.79,31.92,5,12,0.0
2024-01-12 06:00:00,0.0,5.98,5.29,0.98,76.19,53.35,6,12,0.0
2024-01-12 07:00:00,128.93,8.91,11.2,1.88,73.93,26.11,7,12,12.777
2024-01-12 08:00:00,156.04,10.79,14.76,0.56,78.9,44.61,8,12,15.631
2024-01-12 09:00:00,254.87,14.04,19.11,2.96,62.5,43.23,9,12,28.382
2024-01-12 10:00:00,294.24,12.33,19.22,1.92,76.52,46.27,10,12,29.144
2024-01-12 11:00:00,368.19,13.02,22.1,1.75,74.68,21.37,11,12,35.622
2024-01-12 12:00:00,365.15,14.37,24.42,0.25,65.51,38.54,12,12,35.221
2024-01-12 13:00:00,360.66,16.68,25.47,1.86,73.83,27.69,13,12,35.452
2024-01-12 14:00:00,370.15,15.77,24.6,2.2,66.85,11.06,14,12,35.212
2024-01-12 15:00:00,303.71,12.83,20.73,0.87,71.55,24.34,15,12,28.258
2024-01-12 16:00:00,214.9,12.73,17.84,1.3,76.23,31.07,16,12,20.324
2024-01-12 17:00:00,114.08,14.72,16.39,2.16,57.21,12.84,17,12,10.061
2024-01-12 18:00:00,0.0,13.75,13.09,0.94,60.05,25.16,18,12,0.0
2024-01-12 19:00:00,0.0,12.26,11.36,1.28,83.91,51.66,19,12,0.0
2024-01-12 20:00:00,0.0,9.97,9.22,1.06,63.31,13.94,20,12,0.0
2024-01-12 21:00:00,0.0,11.19,9.19,2.86,61.75,45.38,21,12,0.0
2024-01-12 22:00:00,1.83,9.14,6.37,4.04,75.65,57.5,22,12,0.0
2024-01-12 23:00:00,0.0,8.04,6.5,2.21,65.59,14.35,23,12,0.0
2024-01-13 00:00:00,1.9,7.16,6.15,1.52,68.64,14.36,0,13,0.0
2024-01-13 01:00:00,0.0,9.12,6.89,3.18,71.45,47.71,1,13,0.0
2024-01-13 02:00:00,0.0,3.7,3.39,0.45,82.2,17.37,2,13,0.0
2024-01-13 03:00:00,16.72,5.08,4.26,1.83,58.89,9.76,3,13,0.0
2024-01-13 04:00:00,0.61,5.75,2.83,4.19,50.7,11.1,4,13,0.0
2024-01-13 05:00:00,0.0,9.73,8.93,1.14,65.01,57.19,5,13,0.0
2024-01-13 06:00:00,0.0,7.5,5.67,2.62,58.9,7.15,6,13,0.0
2024-01-13 07:00:00,124.77,7.87,9.03,3.34,68.3,6.32,7,13,10.678
2024-01-13 08:00:00,191.44,10.54,14.4,2.15,66.87,25.08,8,13,18.69
2024-01-13 09:00:00,217.0,12.25,17.66,0.95,77.96,53.51,9,13,24.964
2024-01-13 10:00:00,343.24,15.64,24.36,1.28,63.93,33.33,10,13,33.368
2024-01-13 11:00:00,375.19,13.53,22.01,2.89,73.27,33.97,11,13,38.936
2024-01-13 12:00:00,244.83,13.71,18.57,2.85,65.26,65.97,12,13,26.43
2024-01-13 13:00:00,425.7,13.76,24.25,2.04,66.38,14.76,13,13,39.787
2024-01-13 14:00:00,335.09,15.06,24.22,0.32,73.72,31.42,14,13,32.491
2024-01-13 15:00:00,357.7,20.71,30.29,0.62,55.43,12.6,15,13,33.192
2024-01-13 16:00:00,204.09,15.84,20.31,1.79,80.64,25.26,16,13,21.462
2024-01-13 17:00:00,110.15,15.48,17.79,1.1,52.35,25.55,17,13,11.641
2024-01-13 18:00:00,6.49,13.25,12.9,0.75,75.47,33.37,18,13,0.0
